Healthcare Services,1919,1,,,,,Category,1
"General Manager, Training, Manager, Management, Operations, Retail",1,,,,,,,
"Redmond, WA 98052",1,,,,,,,
Biotechnology/Pharmaceuticals; Manufacturing - Other; Medical Devices and Supplies,1,,,,,,,
Aire-Flo Industries,1,,,,,,,
"Redwood City, CA 94063",1,,,,,,,
Automotive and Parts MfgManufacturing - OtherAutomotive Sales and Repair Services,1,,,,,,,
Banking Business Services - Other,1,,,,,,,
"Minneapolis, MN 55428",1,,,,,,,
"West Milwaukee, WI",1,,,,,,,
"Omaha, NE 68124",1,,,,,,,
Internet Services Other/Not Classified,1,,,,,,,
AllInsuranceAutomotive Sales and Repair Services,1,,,,,,,
Computer SoftwareHealthcare ServicesComputer/IT Services,1,,,,,,,
"Montague, MI",1,,,,,,,
Accounting and Auditing ServicesNonprofit Charitable Organizations,1,,,,,,,
Real Estate/Property ManagementLegal ServicesConstruction - Residential & Commercial/Office,1,,,,,,,
Telecommunications Services Computer/IT Services,1,,,,,,,
"Houston, TX 77002",1,,,,,,,
Biotechnology/Pharmaceuticals; Engineering Services,1,,,,,,,
"New York, NY 10019",1,,,,,,,
"Electronics, Components, and Semiconductor MfgSecurity and SurveillanceEngineering Services",1,,,,,,,
"Electronics, Components, and Semiconductor MfgSecurity and SurveillanceComputer/IT Services",1,,,,,,,
"Largo, FL 33773",1,,,,,,,
Accounting and Auditing ServicesStaffing/Employment AgenciesFinancial Services,1,,,,,,,
"Sunnyvale, CA 94086",1,,,,,,,
"Highland Park, TX",1,,,,,,,
Computer/IT Services Other/Not Classified,1,,,,,,,
"Electronics, Components, and Semiconductor MfgComputer SoftwareSecurity and Surveillance",1,,,,,,,
Retail; Personal and Household Services; Medical Devices and Supplies,1,,,,,,,
"Pasadena, TX 77502",1,,,,,,,
"Foster City, CA",1,,,,,,,
Manufacturing - OtherTransport and Storage - Materials,1,,,,,,,
Chemicals/Petro-ChemicalsTransport and Storage - Materials,1,,,,,,,
"Travel, Transportation and TourismHotels and LodgingFood and Beverage Production",1,,,,,,,
Telecommunications Services; Computer/IT Services,1,,,,,,,
Insurance Healthcare Services Nonprofit Charitable Organizations,1,,,,,,,
Consumer Packaged Goods ManufacturingManufacturing - Other,1,,,,,,,
Staffing/Employment AgenciesOther/Not Classified,1,,,,,,,
BankingComputer/IT Services,1,,,,,,,
Ultra Industries,1,,,,,,,
Printing and Publishing Internet Services,1,,,,,,,
"Jacksonville, FL 32256",1,,,,,,,
Transport and Storage - Materials Other/Not Classified,1,,,,,,,
Printing and Publishing Architectural and Design ServicesConstruction - Residential & Commercial/Office,1,,,,,,,
Construction - Industrial Facilities and InfrastructureChemicals/Petro-ChemicalsAutomotive Sales and Repair Services,1,,,,,,,
"Des Plaines, IL",1,,,,,,,
Healthcare ServicesRestaurant/Food Services,1,,,,,,,
"Tigard, OR",1,,,,,,,
AllAccounting and Auditing ServicesConstruction - Residential & Commercial/Office,1,,,,,,,
"Charlotte, NC 28202",1,,,,,,,
"Tifco Industries, Inc.",1,,,,,,,
Government and MilitaryOther/Not Classified,1,,,,,,,
"Weir, TX",1,,,,,,,
InsuranceBusiness Services - OtherFinancial Services,1,,,,,,,
BankingNonprofit Charitable OrganizationsFinancial Services,1,,,,,,,
"Neptune Beach, FL",1,,,,,,,
AllManufacturing - OtherFood and Beverage Production,1,,,,,,,
"Energy and Utilities; Electronics, Components, and Semiconductor Mfg; Government and Military",1,,,,,,,
Rental ServicesAutomotive Sales and Repair Services,1,,,,,,,
Automotive and Parts MfgAutomotive Sales and Repair Services,1,,,,,,,
Restaurant/Food Services Other/Not Classified,1,,,,,,,
"Beaverton, OR",1,,,,,,,
Advertising and PR Services Business Services - Other Other/Not Classified,1,,,,,,,
"Marvin, NC 28277",1,,,,,,,
"Cleveland, OH",1,,,,,,,
Computer/IT ServicesFood and Beverage Production,1,,,,,,,
All;Advertising and PR Services;Business Services - Other,1,,,,,,,
RetailHealthcare ServicesMedical Devices and Supplies,1,,,,,,,
"Princeton, NJ 08543",1,,,,,,,
"Eden Prairie, MN 55344",1,,,,,,,
Hotels and LodgingEntertainment Venues and TheatersFood and Beverage Production,1,,,,,,,
"Northlake, IL 60164",1,,,,,,,
"Santa Clara, CA 95054",1,,,,,,,
"Wichita, KS",1,,,,,,,
Computer SoftwareBusiness Services - OtherComputer/IT Services,1,,,,,,,
Energy and Utilities Education,1,,,,,,,
"Roseville, CA",1,,,,,,,
Real Estate/Property ManagementConstruction - Residential & Commercial/OfficeEngineering Services,1,,,,,,,
Wholesale Trade/Import-ExportAdvertising and PR Services,1,,,,,,,
"Milwaukee, WI 53224",1,,,,,,,
Metals and Minerals; Biotechnology/Pharmaceuticals; Chemicals/Petro-Chemicals,1,,,,,,,
Accounting and Auditing Services Healthcare Services,1,,,,,,,
"Manufacturing - OtherTravel, Transportation and TourismOther/Not Classified",1,,,,,,,
Real Estate/Property ManagementConstruction - Residential & Commercial/OfficeOther/Not Classified,1,,,,,,,
RetailFood and Beverage ProductionOther/Not Classified,1,,,,,,,
"Jersey City, NJ",1,,,,,,,
Restaurant/Food ServicesEntertainment Venues and Theaters,1,,,,,,,
All;Healthcare Services,1,,,,,,,
Healthcare ServicesComputer/IT ServicesMedical Devices and Supplies,1,,,,,,,
Legal ServicesBusiness Services - Other,1,,,,,,,
"Elk Grove Village, IL 60016",1,,,,,,,
"Dayton, OH 45431",1,,,,,,,
"Lake Aluma, OK",1,,,,,,,
"Atlanta, GA 30301",1,,,,,,,
Automotive and Parts MfgEngineering Services,1,,,,,,,
Metals and MineralsConstruction - Industrial Facilities and InfrastructureManufacturing - Other,1,,,,,,,
Automotive and Parts MfgArchitectural and Design ServicesAutomotive Sales and Repair Services,1,,,,,,,
RetailBusiness Services - Other,1,,,,,,,
"Madison, WI",1,,,,,,,
Manufacturing - OtherTransport and Storage - Materials Business Services - Other,1,,,,,,,
"Houston, TX 77236",1,,,,,,,
Energy and UtilitiesRetailManagement Consulting Services,1,,,,,,,
Advertising and PR Services Entertainment Venues and Theaters Other/Not Classified,1,,,,,,,
"Harrisburg, NC 28262",1,,,,,,,
Bruker Daltonics,1,,,,,,,
Printing and Publishing Internet ServicesAdvertising and PR Services,1,,,,,,,
RetailBusiness Services - OtherOther/Not Classified,1,,,,,,,
Voss Industries,1,,,,,,,
Advertising and PR Services Sports and Physical Recreation Business Services - Other,1,,,,,,,
"Hoboken, NJ 07030",1,,,,,,,
Hotels and LodgingRestaurant/Food ServicesFood and Beverage Production,1,,,,,,,
Chemicals/Petro-Chemicals; Manufacturing - Other; Other/Not Classified,1,,,,,,,
"Madison, WI 53719",1,,,,,,,
All; Manufacturing - Other,1,,,,,,,
"Springfield, VA",1,,,,,,,
"Spring House, PA 19477",1,,,,,,,
Biotechnology/PharmaceuticalsAccounting and Auditing ServicesComputer Software,1,,,,,,,
AllStaffing/Employment AgenciesBusiness Services - Other,1,,,,,,,
"Consumer Packaged Goods ManufacturingElectronics, Components, and Semiconductor MfgManufacturing - Other",1,,,,,,,
Retail Telecommunications Services,1,,,,,,,
Manufacturing - OtherLegal ServicesHealthcare Services,1,,,,,,,
Accounting and Auditing Services Healthcare Services Hotels and Lodging,1,,,,,,,
"Manhattan, NY",1,,,,,,,
"San Mateo, CA",1,,,,,,,
Accounting and Auditing ServicesComputer/IT ServicesFinancial Services,1,,,,,,,
"Electronics, Components, and Semiconductor MfgRetail",1,,,,,,,
"Chicago, IL 60661",1,,,,,,,
Manufacturing - OtherInsuranceBusiness Services - Other,1,,,,,,,
Manufacturing - OtherClothing and Textile Manufacturing,1,,,,,,,
"Wabash, IN 46992",1,,,,,,,
"Frisco, TX 75034",1,,,,,,,
Computer SoftwareHealthcare ServicesFinancial Services,1,,,,,,,
Manufacturing - OtherReal Estate/Property ManagementConstruction - Residential & Commercial/Office,1,,,,,,,
"San Francisco, CA 94111",1,,,,,,,
Brennan Industries,1,,,,,,,
"Boston, MA",1,,,,,,,
"Gurnee, IL",1,,,,,,,
Internet ServicesStaffing/Employment Agencies,1,,,,,,,
"Lake Quivira, KS",1,,,,,,,
"Fremont, CA 94538",1,,,,,,,
Manufacturing - OtherEngineering Services,1,,,,,,,
Electrical/Electronics EngineeringIndustrial/Manufacturing EngineeringGeneral/Other: Engineering,1,,,,,,,
Staffing/Employment AgenciesGovernment and Military,1,,,,,,,
Insurance; Accounting and Auditing Services; Financial Services,1,,,,,,,
Chemicals/Petro-ChemicalsOther/Not Classified,1,,,,,,,
"Albany, NY",1,,,,,,,
"Seattle, WA",1,,,,,,,
EG Industries,1,,,,,,,
Aerospace and DefenseManufacturing - OtherEngineering Services,1,,,,,,,
Financial ServicesOther/Not Classified,1,,,,,,,
Hotels and LodgingRestaurant/Food ServicesOther/Not Classified,1,,,,,,,
"Electronics, Components, and Semiconductor MfgComputer HardwareEngineering Services",1,,,,,,,
"Erlanger, KY 41018",1,,,,,,,
Wholesale Trade/Import-Export; Construction - Residential & Commercial/Office,1,,,,,,,
Hotels and Lodging Restaurant/Food Services Other/Not Classified,1,,,,,,,
"Clothing and Textile ManufacturingRetailBroadcasting, Music, and Film",1,,,,,,,
Accounting and Auditing Services Nonprofit Charitable Organizations,1,,,,,,,
Manufacturing - OtherReal Estate/Property Management,1,,,,,,,
Manufacturing - OtherOther/Not Classified,1,,,,,,,
Aerospace and DefenseGovernment and MilitaryComputer/IT Services,1,,,,,,,
InsuranceAccounting and Auditing Services,1,,,,,,,
Biotechnology/PharmaceuticalsManufacturing - Other,1,,,,,,,
"Pasadena, TX 77501",1,,,,,,,
"Travel, Transportation and TourismTransport and Storage - Materials Business Services - Other",1,,,,,,,
"Monterey Park, CA",1,,,,,,,
Chickasaw Nation Industries Aviation,1,,,,,,,
Biotechnology/PharmaceuticalsLegal ServicesMedical Devices and Supplies,1,,,,,,,
AllFinancial ServicesOther/Not Classified,1,,,,,,,
Construction - Industrial Facilities and Infrastructure; Manufacturing - Other; Marine Mfg & Services,1,,,,,,,
Banking; Insurance; Financial Services,1,,,,,,,
Electrical/Electronics EngineeringIndustrial/Manufacturing EngineeringMechanical Engineering,1,,,,,,,
Architectural and Design ServicesEngineering Services,1,,,,,,,
"Chemicals/Petro-Chemicals Electronics, Components, and Semiconductor Mfg Healthcare Services",1,,,,,,,
"Columbus Ohio, OH 43085",1,,,,,,,
"Boys Town, NE 68154",1,,,,,,,
Real Estate/Property ManagementHealthcare ServicesConstruction - Residential & Commercial/Office,1,,,,,,,
Management Consulting Services Business Services - Other Other/Not Classified,1,,,,,,,
Manufacturing - OtherTelecommunications ServicesConstruction - Residential & Commercial/Office,1,,,,,,,
"Iselin, NJ",1,,,,,,,
AllConstruction - Industrial Facilities and Infrastructure,1,,,,,,,
Retail;Management Consulting Services;Business Services - Other,1,,,,,,,
"Palo Alto, CA",1,,,,,,,
Healthcare Services; Nonprofit Charitable Organizations; Other/Not Classified,1,,,,,,,
"Appleton, WI",1,,,,,,,
"Carlsbad, CA 92008",1,,,,,,,
"Little Rock, AR",1,,,,,,,
"Basking Ridge, NJ 07920",1,,,,,,,
Nonprofit Charitable OrganizationsOther/Not Classified,1,,,,,,,
Metals and Minerals; Manufacturing - Other,1,,,,,,,
"Sandy Springs, GA 30342",1,,,,,,,
Healthcare ServicesSecurity and Surveillance,1,,,,,,,
Specialized Staffing & Industry Recruiters,1,,,,,,,
Retail Management Consulting Services Business Services - Other,1,,,,,,,
"Boca Raton, FL 33496",1,,,,,,,
RetailTelecommunications ServicesBusiness Services - Other,1,,,,,,,
LeMar Industries,1,,,,,,,
Computer HardwareComputer SoftwareEducation,1,,,,,,,
Biotechnology/PharmaceuticalsManufacturing - OtherOther/Not Classified,1,,,,,,,
"Electronics, Components, and Semiconductor MfgManagement Consulting ServicesOther/Not Classified",1,,,,,,,
Telecommunications ServicesHealthcare Services,1,,,,,,,
"Falls Church, VA",1,,,,,,,
Automotive and Parts MfgAutomotive Sales and Repair ServicesComputer/IT Services,1,,,,,,,
Chemicals/Petro-ChemicalsManufacturing - OtherEngineering Services,1,,,,,,,
Computer Software; Computer/IT Services; Engineering Services,1,,,,,,,
Internet Services Computer Software Computer/IT Services,1,,,,,,,
Construction - Industrial Facilities and InfrastructureManufacturing - Other,1,,,,,,,
Real Estate/Property Management;Business Services - Other;Other/Not Classified,1,,,,,,,
Industrial Maintenance Technician,1,,,,,,,
"Sweetwater, FL 33172",1,,,,,,,
"City Of Industry, CA 91748",1,,,,,,,
Construction - Industrial Facilities and InfrastructureAutomotive and Parts MfgChemicals/Petro-Chemicals,1,,,,,,,
"Assistant Manager, Manager, Management, Operations",1,,,,,,,
"Roseville, CA 95747",1,,,,,,,
Aerospace and DefenseManufacturing - Other,1,,,,,,,
Aerospace and Defense;Government and Military;Security and Surveillance,1,,,,,,,
Manufacturing - OtherInsurance,1,,,,,,,
"Renton, WA",1,,,,,,,
"Richardson, TX",1,,,,,,,
AllHealthcare ServicesPersonal and Household Services,1,,,,,,,
Retail Accounting and Auditing Services Management Consulting Services,1,,,,,,,
Telecommunications ServicesOther/Not Classified,1,,,,,,,
"Shiloh Industies, Inc.",1,,,,,,,
Manufacturing - OtherBusiness Services - Other,1,,,,,,,
Biotechnology/PharmaceuticalsComputer/IT Services,1,,,,,,,
"Cincinnati, OH 45246",1,,,,,,,
Telecommunications ServicesReal Estate/Property Management,1,,,,,,,
Telecommunications Services;Advertising and PR Services;Management Consulting Services,1,,,,,,,
Healthcare Services;Restaurant/Food Services;Food and Beverage Production,1,,,,,,,
Automotive and Parts Mfg; Manufacturing - Other,1,,,,,,,
Retail Advertising and PR Services Sports and Physical Recreation,1,,,,,,,
Biotechnology/PharmaceuticalsEngineering ServicesMedical Devices and Supplies,1,,,,,,,
Retail Advertising and PR Services Management Consulting Services,1,,,,,,,
Printing and Publishing Telecommunications Services,1,,,,,,,
Manufacturing - OtherConstruction - Residential & Commercial/OfficeOther/Not Classified,1,,,,,,,
Biotechnology/PharmaceuticalsAccounting and Auditing ServicesFinancial Services,1,,,,,,,
"Maine, IL",1,,,,,,,
"Prairie Village, KS",1,,,,,,,
"Montgomery, OH",1,,,,,,,
Construction - Industrial Facilities and InfrastructureInternet ServicesBusiness Services - Other,1,,,,,,,
"San Francisco Ca, CA 94107",1,,,,,,,
Construction - Industrial Facilities and InfrastructureGovernment and MilitaryConstruction - Residential & Commercial/Office,1,,,,,,,
Manufacturing - Other; Telecommunications Services; Computer Hardware,1,,,,,,,
"Allentown, PA",1,,,,,,,
Management Consulting Services Healthcare Services,1,,,,,,,
Automotive Sales and Repair Services; Other/Not Classified,1,,,,,,,
Computer/IT Services Financial Services,1,,,,,,,
Automotive and Parts MfgManufacturing - OtherAccounting and Auditing Services,1,,,,,,,
"Minnetonka, MN 55343",1,,,,,,,
AllComputer SoftwareBusiness Services - Other,1,,,,,,,
Internet ServicesAdvertising and PR ServicesBusiness Services - Other,1,,,,,,,
Construction - Industrial Facilities and InfrastructureAerospace and Defense,1,,,,,,,
Computer HardwareComputer Software,1,,,,,,,
Hotels and LodgingRestaurant/Food Services,1,,,,,,,
Accounting and Auditing ServicesComputer/IT Services,1,,,,,,,
Staffing/Employment Agencies;Business Services - Other;Other/Not Classified,1,,,,,,,
Advertising and PR ServicesSports and Physical RecreationOther/Not Classified,1,,,,,,,
Metals and MineralsConstruction - Industrial Facilities and InfrastructureConstruction - Residential & Commercial/Office,1,,,,,,,
RetailManagement Consulting Services,1,,,,,,,
AllReal Estate/Property ManagementEngineering Services,1,,,,,,,
"Travel, Transportation and TourismBusiness Services - OtherOther/Not Classified",1,,,,,,,
Retail; Rental Services; Restaurant/Food Services,1,,,,,,,
"AllTravel, Transportation and TourismHotels and Lodging",1,,,,,,,
"Newport News Shipbuilding, a division of Huntington Ingalls Industries",1,,,,,,,
All; Automotive Sales and Repair Services; Other/Not Classified,1,,,,,,,
"Brooklyn, NY",1,,,,,,,
"Travel, Transportation and TourismRestaurant/Food Services",1,,,,,,,
"HR, Information Systems, Business Analyst, Testing, HRIS, Human Resources, Technology",1,,,,,,,
"San Francisco, CA 94105",1,,,,,,,
"Montgomery, OH 45242",1,,,,,,,
Real Estate/Property Management Legal Services,1,,,,,,,
"Belfast, ME 04915",1,,,,,,,
"Richfield, MN",1,,,,,,,
"Mifflin, OH 43085",1,,,,,,,
Education; Business Services - Other,1,,,,,,,
"Fircrest, WA 98417",1,,,,,,,
Retail Insurance,1,,,,,,,
"Geismar, LA 70734",1,,,,,,,
Restaurant/Food ServicesOther/Not Classified,1,,,,,,,
Internet ServicesManagement Consulting ServicesBusiness Services - Other,1,,,,,,,
"Lake Zurich, IL 60047",1,,,,,,,
Sports and Physical RecreationRestaurant/Food ServicesFood and Beverage Production,1,,,,,,,
Real Estate/Property Management Business Services - Other Other/Not Classified,1,,,,,,,
"Mendota Heights, MN 55120",1,,,,,,,
Aerospace and Defense; Government and Military,1,,,,,,,
AllConstruction - Industrial Facilities and InfrastructureReal Estate/Property Management,1,,,,,,,
Healthcare Services Staffing/Employment Agencies Computer/IT Services,1,,,,,,,
Legal ServicesOther/Not Classified,1,,,,,,,
"Indianapolis, IN",1,,,,,,,
Retail; Advertising and PR Services; Business Services - Other,1,,,,,,,
Accounting and Auditing ServicesNonprofit Charitable OrganizationsOther/Not Classified,1,,,,,,,
"Macungie, PA",1,,,,,,,
"City Of Industry, CA",1,,,,,,,
"La-Fayette, KY",1,,,,,,,
"Tucker, GA",1,,,,,,,
US_EN_8_17304_51691595,1,,,,,,,
"Branchburg, NJ",1,,,,,,,
Industrial Design,1,,,,,,,
BankingReal Estate/Property ManagementGovernment and Military,1,,,,,,,
"New York, NY 10012",1,,,,,,,
Biotechnology/Pharmaceuticals;Medical Devices and Supplies,1,,,,,,,
"Euclid, OH 44117",1,,,,,,,
"Durham, NC",1,,,,,,,
Manufacturing - Other; Medical Devices and Supplies,1,,,,,,,
"Columbus, OH 43085",1,,,,,,,
AllArchitectural and Design ServicesConstruction - Residential & Commercial/Office,1,,,,,,,
"Pflugerville, TX 78753",1,,,,,,,
Internet ServicesBankingComputer/IT Services,1,,,,,,,
Accounting and Auditing Services Financial Services Other/Not Classified,1,,,,,,,
"Plymouth, MN 55447",1,,,,,,,
Computer HardwareComputer/IT Services,1,,,,,,,
"Sunnyvale, CA",1,,,,,,,
Real Estate/Property ManagementHealthcare Services,1,,,,,,,
"Wilmington, DE",1,,,,,,,
Computer HardwareComputer SoftwareHealthcare Services,1,,,,,,,
Insurance; Legal Services; Financial Services,1,,,,,,,
"Durham, NC 27709",1,,,,,,,
Manufacturing - OtherLegal Services,1,,,,,,,
"Shavano Park, TX",1,,,,,,,
RetailRental ServicesAutomotive Sales and Repair Services,1,,,,,,,
"Raleigh, NC",1,,,,,,,
Sports and Physical RecreationHotels and LodgingEntertainment Venues and Theaters,1,,,,,,,
Accudyne Industries,1,,,,,,,
Manufacturing - OtherFood and Beverage Production,1,,,,,,,
Computer/IT ServicesOther/Not Classified,1,,,,,,,
"Savannah, GA",1,,,,,,,
"Southborough, MA",1,,,,,,,
Industrial/Manufacturing EngineeringMechanical EngineeringGeneral/Other: Engineering,1,,,,,,,
BankingBusiness Services - OtherFinancial Services,1,,,,,,,
Government and Military; Computer/IT Services,1,,,,,,,
"Milpitas, CA 95134",1,,,,,,,
Computer Hardware; Computer Software; Computer/IT Services,1,,,,,,,
Construction - Industrial Facilities and InfrastructureTelecommunications ServicesOther/Not Classified,1,,,,,,,
"Atlanta/East Point, GA",1,,,,,,,
"Southfield, MI 48075",1,,,,,,,
"Columbus, OH 43016",1,,,,,,,
Telecommunications Services Computer Software Computer/IT Services,1,,,,,,,
"Southlake, TX 76092",1,,,,,,,
Telecommunications ServicesComputer Software,1,,,,,,,
"Hoffman Estates, IL",1,,,,,,,
"Washington, DC",1,,,,,,,
Management Consulting ServicesBusiness Services - OtherOther/Not Classified,1,,,,,,,
Energy and Utilities Engineering Services,1,,,,,,,
Energy and UtilitiesManufacturing - OtherOther/Not Classified,1,,,,,,,
Computer Software Computer/IT Services,1,,,,,,,
"Austin, TX 78701",1,,,,,,,
"Milwaukee, WI",1,,,,,,,
"Account Manager, Regional Manager, Manager, Marketing Manager, Sales, Management, Marketing",1,,,,,,,
Printing and Publishing Advertising and PR ServicesHotels and Lodging,1,,,,,,,
Computer SoftwareBusiness Services - Other,1,,,,,,,
Barrow Industries,1,,,,,,,
"Lancaster, WI",1,,,,,,,
AllRestaurant/Food ServicesFood and Beverage Production,1,,,,,,,
AllReal Estate/Property ManagementOther/Not Classified,1,,,,,,,
Hotels and Lodging Government and Military Food and Beverage Production,1,,,,,,,
"Travel, Transportation and TourismComputer/IT Services",1,,,,,,,
Real Estate/Property ManagementRental ServicesAccounting and Auditing Services,1,,,,,,,
All Personal and Household Services Business Services - Other,1,,,,,,,
Automotive and Parts Mfg Automotive Sales and Repair Services,1,,,,,,,
All Healthcare Services,1,,,,,,,
Manufacturing - Other Restaurant/Food Services Food and Beverage Production,1,,,,,,,
Manufacturing - OtherPrinting and Publishing Construction - Residential & Commercial/Office,1,,,,,,,
Accounting and Auditing ServicesManagement Consulting Services,1,,,,,,,
"Middleton, WI 53562",1,,,,,,,
"Seven Hills, OH 44131",1,,,,,,,
